Well_ID,Well_Name,lat_dec,long_dec,GSE,AquiferID,Aquifer_Name
411721111575001, (B- 6- 1) 4bbd- 5,41.2891096,-111.96466399999998,4365.0,3,East Shore Area
411722112071701, (B- 6- 2) 6bcb- 2,41.289387,-112.12216470000001,4219.0,3,East Shore Area
411726112061001, (B- 6- 2) 6aaa- 1,41.2904982,-112.10355359999998,4228.0,3,East Shore Area
411727111594301, (B- 6- 1) 6abb- 2,41.2907766,-111.99605349999999,4300.0,3,East Shore Area
411730112010201, (B- 6- 2) 1baa- 3,41.29160986,-112.01799799999999,4278.45,3,East Shore Area
411733111583501, (B- 7- 1)32cdd- 4,41.292443,-111.9771642,4330.0,3,East Shore Area
411733112071701, (B- 6- 2) 6bbb- 5,41.29244245,-112.12216480000001,4217.0,3,East Shore Area
411739111594501, (B- 7- 1)31cda- 2,41.2941098,-111.996609,4304.0,3,East Shore Area
411739112112201, (B- 7- 3)33cdd- 1,41.29410859,-112.19022040000002,4211.0,3,East Shore Area
411740111583001, (B- 7- 1)32dca- 3,41.29438736,-111.97577539999999,4335.0,3,East Shore Area
411740111592100, (B- 7- 1)31ddb- 1,41.2943875,-111.9899423,4315.0,3,East Shore Area
411741111590100, (B- 7- 1)32ccb- 1,41.2946652,-111.9843866,4320.0,3,East Shore Area
411741112014201, (B- 7- 2)35ddb- 1,41.2946652,-112.0291092,4245.0,3,East Shore Area
411742111582701, (B- 7- 1)32dcb- 3,41.29494288,-111.974942,4340.0,3,East Shore Area
411743112082801, (B- 7- 3)35ddd- 1,41.29521998,-112.14188700000001,4214.0,3,East Shore Area
411744111584801, (B- 7- 1)32cdb- 1,41.29549849,-111.9807755,4325.0,3,East Shore Area
411745111581501, (B- 7- 1)32ddb- 3,41.29577615,-111.9716086,4356.0,3,East Shore Area
411746111571701, (B- 7- 1)33dbd- 2,41.2960537,-111.95549720000001,4399.0,3,East Shore Area
411746112064301, (B- 7- 2)31dcb- 1,41.29605348,-112.11272040000001,4218.0,3,East Shore Area
411748111574401, (B- 7- 1)33baa- 5,41.29660935,-111.96299740000002,4489.0,3,East Shore Area
411748111583301, (B- 7- 1)32cad- 1,41.296609499999995,-111.9766087,4335.0,3,East Shore Area
411748112000500, (B- 7- 1)31cbd- 1,41.29660978,-112.0021648,4296.0,3,East Shore Area
411748112131201, (B- 7- 3)31dda- 1,41.29660827,-112.220776,4207.0,3,East Shore Area
411750111574501, (B- 7- 1)33cbd- 1,41.29716489,-111.96327520000001,4371.0,3,East Shore Area
411750112062001, (B- 7- 2)31dac- 2,41.2971646,-112.1063315,4219.0,3,East Shore Area
411751111592200, (B- 7- 1)31dac- 1,41.29744297,-111.99022009999999,4315.0,3,East Shore Area
411751112013400, (B- 7- 2)35dad- 1,41.2974429,-112.02688700000002,4258.0,3,East Shore Area
411752112052901, (B- 7- 2)32dbc- 2,41.29772020000001,-112.0921649,4235.0,3,East Shore Area
411753111580200, (B- 7- 1)32daa- 1,41.29799825,-111.96799750000001,4317.0,3,East Shore Area
411753112131301, (B- 7- 3)31dac- 1,41.2979971,-112.22105390000002,4207.0,3,East Shore Area
411755112051001, (B- 7- 2)32dab- 1,41.29855357,-112.086887,4238.0,3,East Shore Area
411800112080001, (B- 7- 3)36caa- 1,41.29994207,-112.1341094,4214.0,3,East Shore Area
411800112084001, (B- 7- 3)35daa- 1,41.29994199,-112.1452206,4215.0,3,East Shore Area
411800112084002, (B- 7- 3)35daa- 2,41.29994199,-112.1452206,4215.0,3,East Shore Area
411800112130901, (B- 7- 3)31daa- 2,41.29994147,-112.2199429,4207.0,3,East Shore Area
411800112131201, (B- 7- 3)31daa- 3,41.29994147,-112.22077620000002,4207.0,3,East Shore Area
411800112131401, (B- 7- 3)31dab- 1,41.29994147,-112.2213318,4207.0,3,East Shore Area
411801111595900, (B- 7- 1)31bdc- 2,41.30022076,-112.00049809999999,4305.0,3,East Shore Area
411801112072501, (B- 7- 2)31bcc- 1,41.300219899999995,-112.1243872,4210.0,3,East Shore Area
411801112130301, (B- 7- 3)32cbb- 1,41.30021925,-112.2182762,4207.0,3,East Shore Area
411801112130601, (B- 7- 3)31daa- 1,41.30021925,-112.2191096,4207.0,3,East Shore Area
411802112131401, (B- 7- 3)31dab- 2,41.300497,-112.2213318,4207.0,3,East Shore Area
411803112000101, (B- 7- 1)31bdc- 1,41.300776299999995,-112.0010537,4305.0,3,East Shore Area
411803112130901, (B- 7- 3)31daa- 4,41.30077477,-112.2199429,4207.0,3,East Shore Area
411804112131501, (B- 7- 3)31dab- 3,41.301052500000004,-112.2216096,4207.0,3,East Shore Area
411806111595901, (B- 7- 1)31bdb- 1,41.3016096,-112.00049820000001,4302.0,3,East Shore Area
411806112000000, (B- 7- 1)31bdb- 2,41.3016096,-112.00077590000001,4305.0,3,East Shore Area
411806112051501, (B- 7- 2)32aca- 1,41.30160899,-112.08827600000001,4235.0,3,East Shore Area
411807111580501, (B- 7- 1)32ada- 4,41.301887,-111.96883090000001,4364.0,3,East Shore Area
411807111594401, (B- 7- 1)31acb- 9,41.3018873,-111.9963314,4315.0,3,East Shore Area
411809112060501, (B- 7- 2)32bcb- 1,41.3024422,-112.10216499999999,4215.0,3,East Shore Area
411810112131801, (B- 7- 3)31aac- 1,41.3027191,-112.222443,4207.0,3,East Shore Area
411810112131802, (B- 7- 3)31aac- 2,41.3027191,-112.222443,4207.0,3,East Shore Area
411815111594001, (B- 7- 1)31abc- 1,41.30410945,-111.9952203,4315.0,3,East Shore Area
411818112032201, (B- 7- 2)34bab- 1,41.3049424,-112.05688719999999,4239.0,3,East Shore Area
